ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
1076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,!,!,558,47,POE,0,0,0,0,0,0,0,0,0,0
1077,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,you,you,520,47,POE,0,0,0,0,0,0,0,0,0,0
1078,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,see,see,678,47,POE,0,0,0,0,0,0,0,0,0,0
1079,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,it,it,519,47,POE,0,0,0,0,0,0,0,0,0,0
1080,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,?,?,533,47,POE,0,0,0,0,0,0,0,0,0,0
1081,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,i,i,509,47,POE,0,0,0,0,0,0,0,0,0,0
1082,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,'ve,'ve,689,47,POE,0,0,0,0,0,0,0,0,0,0
1083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,got,got,776,47,POE,0,0,0,0,0,0,0,0,0,0
1084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,us,us,789,47,POE,0,0,0,0,0,0,0,0,0,0
1085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,dead,dead,1560,47,POE,0,0,0,0,0,0,0,0,0,0
1086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,centered,centered,39088,47,POE,0,0,0,0,0,0,0,0,0,0
1087,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,.,.,453,47,POE,0,0,0,0,0,0,0,0,0,0
1088,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,it,it,519,47,POE,0,0,0,0,0,0,0,0,0,0
1089,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,'s,'s,525,47,POE,0,0,0,0,0,0,0,0,0,0
1090,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,a,a,506,47,POE,0,0,0,0,0,0,0,0,0,0
1091,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,clean,clean,2447,47,POE,0,0,0,0,1,0,0,1,0,1
1092,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,shot,shot,1961,47,POE,1,0,0,1,0,1,1,0,1,0
1093,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,.,.,453,47,POE,0,0,0,0,0,0,0,0,0,0
1094,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,okay,okay,2694,47,FN-2187,0,0,0,0,0,0,0,0,0,0
1095,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,",",",",450,47,FN-2187,0,0,0,0,0,0,0,0,0,0
1096,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,got,got,776,47,FN-2187,0,0,0,0,0,0,0,0,0,0
1097,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,it,it,519,47,FN-2187,0,0,0,0,0,0,0,0,0,0
1098,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,.,.,453,47,FN-2187,0,0,0,0,0,0,0,0,0,0
1099,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,yes,yes,966,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1100,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,!,!,558,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1101,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,you,you,520,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1102,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,see,see,678,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1103,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,10.0,10.0,that,that,514,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1104,7.0,7.0,7.0,7.0,7.0,9.0,14.0,14.0,16.0,17.0,20.0,?,?,533,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1105,15.0,15.0,15.0,17.0,36.0,37.0,42.0,43.0,43.0,46.0,46.0,!,!,558,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1106,19.0,19.0,19.0,21.0,43.0,54.0,62.0,65.0,66.0,73.0,78.0,did,did,641,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1107,19.0,19.0,19.0,21.0,43.0,56.0,63.0,66.0,67.0,73.0,78.0,you,you,520,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1108,16.0,16.0,16.0,18.0,40.0,53.0,59.0,62.0,63.0,70.0,75.0,see,see,678,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1109,16.0,16.0,16.0,18.0,40.0,53.0,59.0,62.0,63.0,69.0,74.0,that,that,514,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1110,15.0,15.0,15.0,17.0,40.0,53.0,59.0,62.0,63.0,69.0,75.0,?,?,533,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1111,7.0,7.0,7.0,7.0,9.0,21.0,32.0,34.0,35.0,39.0,46.0,i,i,509,49,POE,0,0,0,0,0,0,0,0,0,0
1112,3.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,9.0,10.0,12.0,saw,saw,1272,49,POE,0,0,0,0,0,0,0,0,0,0
1113,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,it,it,519,49,POE,0,0,0,0,0,0,0,0,0,0
1114,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,7.0,8.0,!,!,558,49,POE,0,0,0,0,0,0,0,0,0,0
1115,17.0,17.0,17.0,17.0,17.0,19.0,21.0,45.0,49.0,49.0,50.0,hey,hey,555,49,POE,0,0,0,0,0,0,0,0,0,0
1116,32.0,32.0,33.0,41.0,41.0,43.0,91.0,136.0,142.0,143.0,144.0,",",",",450,49,POE,0,0,0,0,0,0,0,0,0,0
1117,31.0,32.0,34.0,42.0,43.0,45.0,93.0,138.0,144.0,145.0,145.0,what,what,594,49,POE,0,0,0,0,0,0,0,0,0,0
1118,31.0,31.0,33.0,41.0,42.0,44.0,93.0,138.0,144.0,145.0,145.0,'s,'s,525,49,POE,0,0,0,0,0,0,0,0,0,0
1119,31.0,31.0,33.0,41.0,42.0,44.0,93.0,138.0,144.0,145.0,145.0,your,your,579,49,POE,0,0,0,0,0,0,0,0,0,0
1120,31.0,31.0,33.0,41.0,42.0,44.0,93.0,137.0,143.0,144.0,144.0,name,name,1045,49,POE,0,0,0,0,0,0,0,0,0,0
1121,29.0,29.0,31.0,39.0,40.0,40.0,89.0,127.0,132.0,134.0,134.0,?,?,533,49,POE,0,0,0,0,0,0,0,0,0,0
1122,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,fn-2187,fn-2187,776991,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,!,558,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fn,fn,121673,49,POE,0,0,0,0,0,0,0,0,0,0
1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,535,49,POE,0,0,0,0,0,0,0,0,0,0
1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whaa,whaa,777007,49,POE,0,0,0,0,0,0,0,0,0,0
1127,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,?,?,533,49,POE,0,0,0,0,0,0,0,0,0,0
1128,9.0,9.0,9.0,20.0,21.0,21.0,44.0,44.0,44.0,44.0,44.0,that,that,514,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1129,20.0,20.0,54.0,54.0,54.0,54.0,58.0,58.0,58.0,58.0,58.0,'s,'s,525,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1130,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,the,the,501,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1131,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,only,only,643,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1132,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,name,name,1045,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1133,60.0,61.0,61.0,62.0,62.0,62.0,63.0,63.0,63.0,63.0,63.0,they,they,554,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1134,59.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,ever,ever,828,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1135,58.0,59.0,59.0,60.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,gave,gave,1639,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1136,56.0,56.0,56.0,57.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,me,me,612,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1137,8.0,8.0,8.0,8.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,!,!,558,49,FN-2187,0,0,0,0,0,0,0,0,0,0
1138,6.0,6.0,6.0,6.0,6.0,6.0,7.0,13.0,13.0,19.0,19.0,well,well,733,49,POE,0,0,0,0,0,0,0,0,0,0
1139,9.0,9.0,9.0,9.0,9.0,9.0,13.0,21.0,21.0,21.0,21.0,i,i,509,49,POE,0,0,0,0,0,0,0,0,0,0
1140,9.0,9.0,9.0,9.0,9.0,9.0,13.0,21.0,21.0,21.0,21.0,ai,ai,2975,49,POE,0,0,0,0,0,0,0,0,0,0
1141,9.0,9.0,9.0,9.0,9.0,9.0,13.0,21.0,21.0,21.0,21.0,n't,n't,528,49,POE,0,0,0,0,0,0,0,0,0,0
1142,9.0,9.0,12.0,12.0,12.0,12.0,16.0,21.0,21.0,21.0,21.0,using,using,929,49,POE,0,0,0,0,0,0,0,0,0,0
1143,9.0,9.0,12.0,13.0,13.0,13.0,17.0,22.0,23.0,23.0,23.0,it,it,519,49,POE,0,0,0,0,0,0,0,0,0,0
1144,5.0,5.0,8.0,9.0,9.0,9.0,15.0,17.0,18.0,18.0,18.0,!,!,558,49,POE,0,0,0,0,0,0,0,0,0,0
1145,0.0,0.0,6.0,7.0,7.0,7.0,7.0,15.0,16.0,16.0,16.0,fn,fn,121673,49,POE,0,0,0,0,0,0,0,0,0,0
1146,0.0,0.0,17.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,",",",",450,49,POE,0,0,0,0,0,0,0,0,0,0
1147,0.0,0.0,17.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,huh,huh,3993,49,POE,0,0,0,0,0,0,0,0,0,0
1148,0.0,0.0,17.0,18.0,18.0,18.0,18.0,19.0,20.0,20.0,20.0,?,?,533,49,POE,0,0,0,0,0,0,0,0,0,0
1149,0.0,0.0,22.0,39.0,42.0,46.0,47.0,48.0,48.0,49.0,52.0,finn,finn,129053,49,POE,0,0,0,0,0,0,0,0,0,0
1150,13.0,13.0,28.0,44.0,47.0,51.0,59.0,61.0,61.0,65.0,89.0,.,.,453,49,POE,0,0,0,0,0,0,0,0,0,0
1151,24.0,24.0,39.0,55.0,58.0,63.0,67.0,73.0,75.0,96.0,127.0,i,i,509,49,POE,0,0,0,0,0,0,0,0,0,0
1152,24.0,24.0,28.0,44.0,47.0,52.0,56.0,62.0,64.0,85.0,116.0,'m,'m,616,49,POE,0,0,0,0,0,0,0,0,0,0
1153,24.0,24.0,31.0,47.0,51.0,56.0,60.0,66.0,68.0,89.0,121.0,gon,gon,7241,49,POE,0,0,0,0,0,0,0,0,0,0
