ORIGINAL_SCRIPT_WORD_INDEX,Frequency of Reuse (Exact),Frequency of Reuse (0-0.05),Frequency of Reuse (0-0.1),Frequency of Reuse (0-0.15),Frequency of Reuse (0-0.2),Frequency of Reuse (0-0.25),Frequency of Reuse (0-0.3),Frequency of Reuse (0-0.35),Frequency of Reuse (0-0.4),Frequency of Reuse (0-0.45),Frequency of Reuse (0-0.5),ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE
5181,80.0,80.0,84.0,118.0,145.0,172.0,280.0,401.0,595.0,718.0,1277.0,do,do,544,136,HAN,0,0,0,0,0,0,0,0,0,0
5182,80.0,80.0,84.0,118.0,146.0,174.0,282.0,403.0,596.0,719.0,1278.0,n't,n't,528,136,HAN,0,0,0,0,0,0,0,0,0,0
5183,80.0,80.0,84.0,118.0,146.0,174.0,283.0,405.0,598.0,721.0,1279.0,know,know,638,136,HAN,0,0,0,0,0,0,0,0,0,0
5184,83.0,83.0,87.0,121.0,149.0,177.0,284.0,407.0,595.0,709.0,1264.0,",",",",450,136,HAN,0,0,0,0,0,0,0,0,0,0
5185,58.0,58.0,62.0,97.0,124.0,153.0,229.0,307.0,457.0,527.0,688.0,but,but,559,136,HAN,0,0,0,0,0,0,0,0,0,0
5186,16.0,16.0,16.0,19.0,32.0,47.0,55.0,62.0,89.0,92.0,97.0,it,it,519,136,HAN,0,0,0,0,0,0,0,0,0,0
5187,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,ai,ai,2975,136,HAN,0,0,0,0,0,0,0,0,0,0
5188,5.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,n't,n't,528,136,HAN,0,0,0,0,0,0,0,0,0,0
5189,5.0,5.0,5.0,5.0,6.0,8.0,9.0,10.0,10.0,10.0,11.0,good,good,673,136,HAN,0,1,0,0,1,0,1,1,0,1
5190,10.0,10.0,11.0,11.0,11.0,13.0,14.0,17.0,17.0,17.0,17.0,.,.,453,136,HAN,0,0,0,0,0,0,0,0,0,0
5191,12.0,12.0,13.0,14.0,14.0,14.0,14.0,15.0,20.0,23.0,30.0,if,if,583,136,MAZ,0,0,0,0,0,0,0,0,0,0
5192,12.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,27.0,28.0,37.0,you,you,520,136,MAZ,0,0,0,0,0,0,0,0,0,0
5193,13.0,13.0,16.0,17.0,17.0,17.0,17.0,18.0,27.0,28.0,37.0,live,live,943,136,MAZ,0,0,0,0,0,0,0,0,0,0
5194,14.0,14.0,17.0,25.0,26.0,26.0,26.0,27.0,36.0,37.0,46.0,long,long,824,136,MAZ,0,1,0,0,0,0,0,0,0,0
5195,14.0,14.0,27.0,28.0,28.0,28.0,29.0,30.0,41.0,42.0,51.0,enough,enough,806,136,MAZ,0,0,0,0,0,0,0,0,0,0
5196,37.0,37.0,58.0,60.0,60.0,61.0,62.0,62.0,73.0,74.0,86.0,you,you,520,136,MAZ,0,0,0,0,0,0,0,0,0,0
5197,57.0,58.0,62.0,65.0,65.0,65.0,65.0,65.0,71.0,71.0,73.0,see,see,678,136,MAZ,0,0,0,0,0,0,0,0,0,0
5198,59.0,60.0,62.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,64.0,the,the,501,136,MAZ,0,0,0,0,0,0,0,0,0,0
5199,59.0,60.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,same,same,725,136,MAZ,0,0,0,0,0,0,0,0,0,0
5200,59.0,60.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,eyes,eyes,2037,136,MAZ,0,0,0,0,0,0,0,0,0,0
5201,59.0,60.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,in,in,522,136,MAZ,0,0,0,0,0,0,0,0,0,0
5202,57.0,58.0,58.0,59.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,different,different,889,136,MAZ,0,0,0,0,0,0,0,0,0,0
5203,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,people,people,576,136,MAZ,0,0,0,0,0,0,0,0,0,0
5204,42.0,42.0,42.0,42.0,50.0,50.0,53.0,58.0,63.0,68.0,68.0,.,.,453,136,MAZ,0,0,0,0,0,0,0,0,0,0
5205,12.0,16.0,16.0,16.0,16.0,18.0,26.0,30.0,34.0,40.0,42.0,i,i,509,136,MAZ,0,0,0,0,0,0,0,0,0,0
5206,8.0,8.0,8.0,8.0,8.0,8.0,20.0,24.0,27.0,33.0,33.0,'m,'m,616,136,MAZ,0,0,0,0,0,0,0,0,0,0
5207,19.0,19.0,19.0,19.0,19.0,19.0,24.0,28.0,32.0,38.0,38.0,looking,looking,1094,136,MAZ,0,0,0,0,0,0,0,0,0,0
5208,18.0,18.0,18.0,18.0,18.0,18.0,23.0,27.0,32.0,38.0,38.0,at,at,584,136,MAZ,0,0,0,0,0,0,0,0,0,0
5209,40.0,40.0,40.0,44.0,58.0,72.0,82.0,112.0,124.0,133.0,136.0,the,the,501,136,MAZ,0,0,0,0,0,0,0,0,0,0
5210,39.0,39.0,39.0,43.0,57.0,72.0,80.0,106.0,115.0,118.0,122.0,eyes,eyes,2037,136,MAZ,0,0,0,0,0,0,0,0,0,0
5211,39.0,39.0,41.0,47.0,62.0,79.0,90.0,115.0,124.0,127.0,133.0,of,of,510,136,MAZ,0,0,0,0,0,0,0,0,0,0
5212,40.0,40.0,42.0,47.0,63.0,80.0,91.0,116.0,126.0,129.0,135.0,a,a,506,136,MAZ,0,0,0,0,0,0,0,0,0,0
5213,39.0,39.0,41.0,46.0,62.0,79.0,88.0,113.0,123.0,126.0,132.0,man,man,852,136,MAZ,0,0,0,0,0,0,0,0,0,0
5214,40.0,40.0,42.0,47.0,63.0,80.0,89.0,114.0,122.0,125.0,131.0,who,who,617,136,MAZ,0,0,0,0,0,0,0,0,0,0
5215,27.0,27.0,30.0,32.0,37.0,41.0,47.0,50.0,53.0,53.0,58.0,wants,wants,1293,136,MAZ,0,0,0,0,0,0,0,0,0,0
5216,26.0,26.0,29.0,31.0,35.0,37.0,41.0,43.0,44.0,45.0,49.0,to,to,504,136,MAZ,0,0,0,0,0,0,0,0,0,0
5217,26.0,26.0,26.0,27.0,28.0,28.0,30.0,34.0,35.0,36.0,40.0,run,run,1022,136,MAZ,0,0,0,0,0,0,0,0,0,0
5218,24.0,24.0,25.0,29.0,38.0,53.0,57.0,72.0,82.0,90.0,91.0,.,.,453,136,MAZ,0,0,0,0,0,0,0,0,0,0
5219,19.0,19.0,20.0,25.0,33.0,48.0,69.0,86.0,100.0,109.0,116.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5220,21.0,21.0,22.0,29.0,60.0,76.0,85.0,100.0,119.0,127.0,131.0,do,do,544,136,FINN,0,0,0,0,0,0,0,0,0,0
5221,21.0,21.0,35.0,43.0,64.0,80.0,86.0,100.0,120.0,129.0,132.0,n't,n't,528,136,FINN,0,0,0,0,0,0,0,0,0,0
5222,28.0,28.0,36.0,43.0,67.0,83.0,89.0,103.0,126.0,135.0,137.0,know,know,638,136,FINN,0,0,0,0,0,0,0,0,0,0
5223,27.0,27.0,35.0,42.0,66.0,82.0,88.0,99.0,121.0,130.0,132.0,a,a,506,136,FINN,0,0,0,0,0,0,0,0,0,0
5224,24.0,24.0,31.0,35.0,53.0,55.0,59.0,60.0,75.0,76.0,80.0,thing,thing,729,136,FINN,0,0,0,0,0,0,0,0,0,0
5225,24.0,24.0,31.0,34.0,52.0,54.0,56.0,57.0,70.0,71.0,73.0,about,about,581,136,FINN,0,0,0,0,0,0,0,0,0,0
5226,16.0,17.0,24.0,27.0,38.0,38.0,41.0,42.0,45.0,47.0,48.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5227,12.0,12.0,12.0,12.0,28.0,28.0,30.0,35.0,38.0,39.0,42.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5228,4.0,4.0,4.0,4.0,5.0,8.0,10.0,14.0,14.0,15.0,19.0,where,where,752,136,FINN,0,0,0,0,0,0,0,0,0,0
5229,4.0,4.0,4.0,4.0,4.0,7.0,9.0,13.0,13.0,14.0,18.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5230,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,10.0,11.0,15.0,'m,'m,616,136,FINN,0,0,0,0,0,0,0,0,0,0
5231,3.0,3.0,3.0,3.0,3.0,4.0,6.0,9.0,9.0,10.0,14.0,from,from,595,136,FINN,0,0,0,0,0,0,0,0,0,0
5232,2.0,3.0,3.0,3.0,3.0,4.0,6.0,10.0,10.0,11.0,15.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5233,4.0,4.0,4.0,4.0,4.0,5.0,7.0,9.0,12.0,14.0,16.0,what,what,594,136,FINN,0,0,0,0,0,0,0,0,0,0
5234,4.0,4.0,4.0,4.0,4.0,4.0,6.0,8.0,11.0,13.0,14.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5235,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,11.0,14.0,15.0,'ve,'ve,689,136,FINN,0,0,0,0,0,0,0,0,0,0
5236,4.0,4.0,4.0,4.0,5.0,6.0,9.0,12.0,24.0,41.0,49.0,seen,seen,1016,136,FINN,0,0,0,0,0,0,0,0,0,0
5237,16.0,16.0,21.0,21.0,45.0,56.0,151.0,171.0,243.0,259.0,284.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5238,29.0,29.0,34.0,35.0,61.0,73.0,168.0,188.0,265.0,283.0,312.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5239,29.0,30.0,35.0,36.0,74.0,87.0,185.0,205.0,287.0,307.0,336.0,do,do,544,136,FINN,0,0,0,0,0,0,0,0,0,0
5240,29.0,30.0,35.0,36.0,74.0,87.0,186.0,206.0,288.0,308.0,337.0,n't,n't,528,136,FINN,0,0,0,0,0,0,0,0,0,0
5241,35.0,36.0,41.0,43.0,81.0,93.0,192.0,212.0,288.0,308.0,339.0,know,know,638,136,FINN,0,0,0,0,0,0,0,0,0,0
5242,35.0,36.0,41.0,43.0,80.0,93.0,195.0,215.0,297.0,317.0,348.0,the,the,501,136,FINN,0,0,0,0,0,0,0,0,0,0
5243,26.0,27.0,27.0,29.0,44.0,46.0,53.0,54.0,65.0,75.0,86.0,first,first,774,136,FINN,0,0,0,0,0,0,0,0,0,0
5244,16.0,17.0,17.0,18.0,31.0,32.0,39.0,40.0,45.0,50.0,53.0,order,order,1290,136,FINN,0,0,0,0,0,0,0,0,0,0
5245,16.0,16.0,16.0,17.0,17.0,17.0,20.0,21.0,24.0,25.0,26.0,like,like,570,136,FINN,0,0,0,0,0,0,0,0,0,0
5246,16.0,16.0,16.0,17.0,17.0,17.0,19.0,20.0,23.0,24.0,25.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5247,16.0,16.0,16.0,16.0,16.0,17.0,19.0,20.0,23.0,24.0,25.0,do,do,544,136,FINN,0,0,0,0,0,0,0,0,0,0
5248,12.0,12.0,12.0,12.0,12.0,13.0,13.0,14.0,15.0,19.0,20.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5249,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,they,they,554,136,FINN,0,0,0,0,0,0,0,0,0,0
5250,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,10.0,'ll,'ll,746,136,FINN,0,0,0,0,0,0,0,0,0,0
5251,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,slaughter,slaughter,136561,136,FINN,1,0,1,1,0,1,1,0,1,0
5252,6.0,6.0,6.0,6.0,6.0,8.0,10.0,12.0,14.0,14.0,14.0,us,us,789,136,FINN,0,0,0,0,0,0,0,0,0,0
5253,8.0,8.0,8.0,8.0,8.0,11.0,13.0,18.0,20.0,21.0,21.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5254,10.0,10.0,10.0,10.0,10.0,13.0,16.0,21.0,24.0,25.0,25.0,we,we,601,136,FINN,0,0,0,0,0,0,0,0,0,0
5255,10.0,10.0,10.0,10.0,10.0,13.0,17.0,22.0,25.0,26.0,26.0,all,all,585,136,FINN,0,0,0,0,0,0,0,0,0,0
5256,10.0,10.0,10.0,10.0,10.0,14.0,17.0,22.0,25.0,26.0,26.0,need,need,730,136,FINN,0,0,0,0,0,0,0,0,0,0
5257,10.0,10.0,10.0,10.0,10.0,14.0,17.0,22.0,25.0,26.0,26.0,to,to,504,136,FINN,0,0,0,0,0,0,0,0,0,0
5258,10.0,10.0,10.0,10.0,10.0,12.0,12.0,16.0,17.0,18.0,18.0,run,run,1022,136,FINN,0,0,0,0,0,0,0,0,0,0
5259,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5260,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,you,you,520,136,MAZ,0,0,0,0,0,0,0,0,0,0
5261,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,see,see,678,136,MAZ,0,0,0,0,0,0,0,0,0,0
5262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,those,those,715,136,MAZ,0,0,0,0,0,0,0,0,0,0
5263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,two,two,800,136,MAZ,0,0,0,0,0,0,0,0,0,0
5264,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,?,?,533,136,MAZ,0,0,0,0,0,0,0,0,0,0
5265,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,they,they,554,136,MAZ,0,0,0,0,0,0,0,0,0,0
5266,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,'ll,'ll,746,136,MAZ,0,0,0,0,0,0,0,0,0,0
5267,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,trade,trade,2455,136,MAZ,0,0,0,0,0,0,0,1,0,0
5268,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,work,work,747,136,MAZ,0,0,0,0,0,0,0,0,0,0
5269,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,for,for,531,136,MAZ,0,0,0,0,0,0,0,0,0,0
5270,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,transportation,transportation,6994,136,MAZ,0,0,0,0,0,0,0,0,0,0
5271,4.0,4.0,5.0,5.0,8.0,9.0,10.0,12.0,15.0,18.0,18.0,to,to,504,136,MAZ,0,0,0,0,0,0,0,0,0,0
5272,5.0,5.0,6.0,6.0,9.0,11.0,12.0,12.0,15.0,18.0,20.0,the,the,501,136,MAZ,0,0,0,0,0,0,0,0,0,0
5273,5.0,5.0,6.0,6.0,9.0,11.0,12.0,12.0,15.0,18.0,19.0,outer,outer,186314,136,MAZ,0,0,0,0,0,0,0,0,0,0
5274,2.0,5.0,6.0,6.0,9.0,11.0,12.0,12.0,15.0,18.0,19.0,rim,rim,19731,136,MAZ,0,0,0,0,0,0,0,0,0,0
5275,5.0,5.0,6.0,6.0,9.0,11.0,12.0,12.0,15.0,18.0,19.0,.,.,453,136,MAZ,0,0,0,0,0,0,0,0,0,0
5276,5.0,5.0,6.0,6.0,9.0,12.0,13.0,13.0,17.0,20.0,21.0,there,there,608,136,MAZ,0,0,0,0,0,0,0,0,0,0
5277,5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,10.0,",",",",450,136,MAZ,0,0,0,0,0,0,0,0,0,0
5278,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,you,you,520,136,MAZ,0,0,0,0,0,0,0,0,0,0
5279,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,can,can,586,136,MAZ,0,0,0,0,0,0,0,0,0,0
5280,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,disappear,disappear,6673,136,MAZ,0,0,0,1,0,0,0,0,0,0
5281,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,.,.,453,136,MAZ,0,0,0,0,0,0,0,0,0,0
5282,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,finn,finn,129053,136,REY,0,0,0,0,0,0,0,0,0,0
5283,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,!,!,558,136,REY,0,0,0,0,0,0,0,0,0,0
5284,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,come,come,890,136,FINN,0,0,0,0,0,0,0,0,0,0
5285,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,with,with,548,136,FINN,0,0,0,0,0,0,0,0,0,0
5286,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5287,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5288,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,what,what,594,136,REY,0,0,0,0,0,0,0,0,0,0
5289,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,about,about,581,136,REY,0,0,0,0,0,0,0,0,0,0
5290,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,bb-8,bb-8,776986,136,REY,0,0,0,0,0,0,0,0,0,0
5291,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,?,?,533,136,REY,0,0,0,0,0,0,0,0,0,0
5292,1.0,23.0,23.0,24.0,28.0,32.0,35.0,39.0,56.0,56.0,57.0,we,we,601,136,REY,0,0,0,0,0,0,0,0,0,0
5293,3.0,22.0,22.0,23.0,26.0,30.0,33.0,37.0,54.0,54.0,55.0,'re,'re,628,136,REY,0,0,0,0,0,0,0,0,0,0
5294,4.0,23.0,23.0,24.0,28.0,32.0,33.0,37.0,54.0,54.0,55.0,not,not,538,136,REY,0,0,0,0,0,0,0,0,0,0
5295,4.0,23.0,23.0,24.0,28.0,32.0,33.0,37.0,54.0,54.0,55.0,done,done,940,136,REY,0,0,0,0,0,0,0,0,0,0
5296,4.0,23.0,23.0,24.0,29.0,37.0,47.0,56.0,87.0,92.0,104.0,yet,yet,1068,136,REY,0,0,0,0,0,0,0,0,0,0
5297,11.0,36.0,37.0,39.0,47.0,79.0,105.0,116.0,168.0,174.0,190.0,.,.,453,136,REY,0,0,0,0,0,0,0,0,0,0
5298,19.0,19.0,20.0,21.0,43.0,83.0,113.0,120.0,157.0,164.0,181.0,we,we,601,136,REY,0,0,0,0,0,0,0,0,0,0
5299,20.0,20.0,22.0,26.0,59.0,95.0,133.0,145.0,184.0,196.0,218.0,have,have,539,136,REY,0,0,0,0,0,0,0,0,0,0
5300,20.0,21.0,23.0,27.0,60.0,96.0,141.0,158.0,195.0,207.0,229.0,to,to,504,136,REY,0,0,0,0,0,0,0,0,0,0
5301,20.0,21.0,23.0,27.0,60.0,96.0,144.0,161.0,197.0,209.0,231.0,get,get,618,136,REY,0,0,0,0,0,0,0,0,0,0
5302,20.0,21.0,23.0,27.0,59.0,91.0,136.0,151.0,197.0,211.0,226.0,him,him,737,136,REY,0,0,0,0,0,0,0,0,0,0
5303,17.0,18.0,20.0,24.0,55.0,68.0,91.0,102.0,118.0,128.0,135.0,back,back,767,136,REY,0,0,0,0,0,0,0,0,0,0
5304,9.0,10.0,11.0,15.0,28.0,30.0,52.0,63.0,76.0,85.0,90.0,to,to,504,136,REY,0,0,0,0,0,0,0,0,0,0
5305,6.0,7.0,8.0,9.0,9.0,10.0,23.0,36.0,45.0,48.0,50.0,your,your,579,136,REY,0,0,0,0,0,0,0,0,0,0
5306,6.0,6.0,6.0,7.0,7.0,8.0,12.0,13.0,21.0,24.0,26.0,base,base,2060,136,REY,0,0,0,0,0,0,0,1,0,0
5307,5.0,5.0,5.0,6.0,7.0,8.0,9.0,16.0,25.0,31.0,35.0,.,.,453,136,REY,0,0,0,0,0,0,0,0,0,0
5308,2.0,2.0,2.0,3.0,3.0,4.0,5.0,11.0,13.0,21.0,24.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5309,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,15.0,18.0,ca,ca,735,136,FINN,0,0,0,0,0,0,0,0,0,0
5310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,16.0,n't,n't,528,136,FINN,0,0,0,0,0,0,0,0,0,0
5311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,15.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,13.0,15.0,keep,keep,936,136,HAN,0,0,0,0,0,0,0,0,0,0
5313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it,it,519,136,HAN,0,0,0,0,0,0,0,0,0,0
5314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,",",",",450,136,HAN,0,0,0,0,0,0,0,0,0,0
5315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kid,kid,1436,136,HAN,0,0,0,0,0,0,0,0,0,0
5316,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,11.0,.,.,453,136,HAN,0,0,0,0,0,0,0,0,0,0
5317,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,11.0,who,who,617,136,MAZ,0,0,0,0,0,0,0,0,0,0
5318,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,11.0,'s,'s,525,136,MAZ,0,0,0,0,0,0,0,0,0,0
5319,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,11.0,the,the,501,136,MAZ,0,0,0,0,0,0,0,0,0,0
5320,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,11.0,girl,girl,1582,136,MAZ,0,0,0,0,0,0,0,0,0,0
5321,2.0,2.0,2.0,2.0,2.0,5.0,7.0,14.0,17.0,17.0,18.0,?,?,533,136,MAZ,0,0,0,0,0,0,0,0,0,0
5322,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,8.0,9.0,i,i,509,136,FINN,0,0,0,0,0,0,0,0,0,0
5323,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,7.0,7.0,9.0,was,was,551,136,FINN,0,0,0,0,0,0,0,0,0,0
5324,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,10.0,10.0,11.0,told,told,1337,136,FINN,0,0,0,0,0,0,0,0,0,0
5325,1.0,1.0,1.0,2.0,5.0,8.0,11.0,14.0,17.0,18.0,23.0,you,you,520,136,FINN,0,0,0,0,0,0,0,0,0,0
5326,1.0,1.0,1.0,2.0,5.0,9.0,11.0,14.0,17.0,18.0,23.0,could,could,657,136,FINN,0,0,0,0,0,0,0,0,0,0
5327,1.0,1.0,1.0,2.0,6.0,8.0,9.0,11.0,12.0,13.0,16.0,get,get,618,136,FINN,0,0,0,0,0,0,0,0,0,0
5328,1.0,1.0,1.0,2.0,8.0,15.0,17.0,20.0,24.0,32.0,44.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5329,1.0,1.0,2.0,4.0,12.0,19.0,21.0,33.0,40.0,46.0,57.0,to,to,504,136,FINN,0,0,0,0,0,0,0,0,0,0
5330,1.0,1.0,2.0,4.0,13.0,20.0,22.0,34.0,42.0,48.0,59.0,the,the,501,136,FINN,0,0,0,0,0,0,0,0,0,0
5331,0.0,0.0,1.0,2.0,9.0,16.0,17.0,27.0,35.0,40.0,49.0,outer,outer,186314,136,FINN,0,0,0,0,0,0,0,0,0,0
5332,0.0,0.0,3.0,49.0,60.0,67.0,72.0,84.0,100.0,114.0,140.0,rim,rim,19731,136,FINN,0,0,0,0,0,0,0,0,0,0
5333,109.0,109.0,144.0,155.0,439.0,475.0,529.0,563.0,601.0,628.0,663.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5334,112.0,112.0,147.0,159.0,415.0,446.0,496.0,515.0,560.0,575.0,600.0,what,what,594,136,REY,0,0,0,0,0,0,0,0,0,0
5335,112.0,112.0,146.0,157.0,415.0,445.0,495.0,504.0,543.0,557.0,581.0,are,are,534,136,REY,0,0,0,0,0,0,0,0,0,0
5336,112.0,112.0,146.0,157.0,413.0,442.0,492.0,501.0,539.0,553.0,577.0,you,you,520,136,REY,0,0,0,0,0,0,0,0,0,0
5337,112.0,112.0,146.0,157.0,414.0,443.0,494.0,503.0,541.0,554.0,578.0,doing,doing,855,136,REY,0,0,0,0,0,0,0,0,0,0
5338,112.0,112.0,146.0,147.0,403.0,432.0,483.0,492.0,528.0,538.0,561.0,?,?,533,136,REY,0,0,0,0,0,0,0,0,0,0
5339,9.0,9.0,9.0,11.0,32.0,38.0,52.0,56.0,82.0,82.0,84.0,do,do,544,136,FINN,0,0,0,0,0,0,0,0,0,0
5340,1.0,1.0,1.0,2.0,7.0,14.0,16.0,18.0,22.0,22.0,24.0,n't,n't,528,136,FINN,0,0,0,0,0,0,0,0,0,0
5341,0.0,0.0,0.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,7.0,leave,leave,1490,136,FINN,0,0,0,0,0,1,1,0,1,0
5342,0.0,0.0,0.0,1.0,2.0,3.0,4.0,6.0,6.0,6.0,8.0,without,without,845,136,FINN,0,0,0,0,0,0,0,0,0,0
5343,2.0,2.0,2.0,3.0,4.0,6.0,14.0,17.0,27.0,31.0,35.0,me,me,612,136,FINN,0,0,0,0,0,0,0,0,0,0
5344,8.0,8.0,8.0,9.0,16.0,28.0,35.0,42.0,55.0,58.0,64.0,.,.,453,136,FINN,0,0,0,0,0,0,0,0,0,0
5345,9.0,9.0,9.0,9.0,15.0,27.0,34.0,40.0,55.0,59.0,65.0,you,you,520,136,REY,0,0,0,0,0,0,0,0,0,0
5346,9.0,9.0,9.0,9.0,15.0,26.0,34.0,40.0,55.0,59.0,66.0,ca,ca,735,136,REY,0,0,0,0,0,0,0,0,0,0
5347,9.0,9.0,9.0,9.0,15.0,28.0,37.0,43.0,57.0,62.0,70.0,n't,n't,528,136,REY,0,0,0,0,0,0,0,0,0,0
5348,9.0,9.0,9.0,9.0,16.0,31.0,42.0,49.0,65.0,70.0,78.0,just,just,573,136,REY,0,0,0,0,0,0,0,0,0,0
5349,10.0,10.0,10.0,10.0,38.0,65.0,84.0,93.0,117.0,128.0,141.0,go,go,706,136,REY,0,0,0,0,0,0,0,0,0,0
5350,45.0,45.0,45.0,46.0,93.0,156.0,233.0,250.0,306.0,354.0,367.0,.,.,453,136,REY,0,0,0,0,0,0,0,0,0,0
5351,56.0,56.0,56.0,57.0,106.0,174.0,271.0,304.0,374.0,437.0,472.0,i,i,509,136,REY,0,0,0,0,0,0,0,0,0,0
